"Transba";"ET Valeria del Mar";"Instalación de un segundo transformador 132/34.5/13.8 kV -15/10/15 MVA (el original de la ET)"
"Transba";"ET Balcarce";"Tercer transformador 30/30/20 MVA"
"Transba";"ET Tornquist";"Instalación de un segundo transformador 132/33/13,2 kV 30/20/30 MVA"
"Transba";"ET Villa Gesell";"Remplazo del segundo transformador (T2VG) de 15/10/15 MVA por uno de 30/20/30 MVA mas otro 30/20/30"
"Transba";"ET Las Palmas";"Instalación de un tercer transformador 132/33/13,2 kV 30/30/20 MVA."
"Transba";"ET Chacabuco Industrial";"Instalación de un 2° transformador 132/33/13,2 kV - 15/10/15 MVA proveniente de la ET Chacabuco"
"Transba";"ET Bragado";"Remplazo del T5BG de 10 MVA por otro de 30/30/20 y el T6BG de 15 MVA por otro de 30/30/20"
"Transba";"ET Gral Madariaga";"Instalación de un transformador 132/34,5/13,8 kV - 15/10/15 MVA."
"Transba";"ET Azul";"Reemplazo de un trafo de 15 por otro 132/33/13,2 kV 30/30/20 MVA"
"Transba";"ET Villa Gesell";"Instalación de un tercer transformador 132/33/13,2 kV 30/20/30 MVA"
"Transba";"ET Ramallo Industrial:";"Segundo transformador de 132/33/13 kV 40/40/15 MVA"
"Transba";"ET C. Casares";"Reemplazo del T1CJ de 5 MVA - 66/33 kV por uno 15/10/15 MVA - 66/33/13 kV vinculando a 33 y 13 kV."
"Transba";"ET Villa Lía";"Instalación de un segundo transformador 220/132kV-150MVA"
"Transba";"ET Las Toninas";"Ampliación ET incorporando un nuevo transformador 132/34,5/13,8 kV -30/20/30MVA."
"Transba";"ET Mar del Tuyú:";"Instalación de un segundo transformador 132/34,5/13,8 kV - 30/20/30 MVA."
"Transba";"ET Chacabuco";"Reemplazo del transformador T2CB 132/33/13,2 kV - 15/10/15 MVA por otro de 30/20/30 MVA"
"Transba";"ET Punta Alta";"Remplazo del transformador T1PV por uno de 30/30/20 MVA"
"Transba";"ET Chivilcoy Dos";"Instalación de un segundo transformador de potencia de 30/20/30 MVA -132/33/13.2 kV"
"Transba";"ET Mercedes Dos";"Instalación de un segundo transformador de potencia de 30/20/30 MVA"
"Transba";"ET Cardales";"Instalación de un segundo transformador de potencia de 45/45/45 MVA -132/33/13.2 kV"
"Transba";"ET Junín sur";"Instalación de un segundo transformador de potencia de 30/20/30 MVA -132/33/13.2 kV"
"Transba";"ET Campana Puerto";"Instalación de un segundo transformador de potencia de 45/45/45 MVA"
"Transba";"ET Rojas";"Reemplazo del transformador T2RF de 15/10/15 MVA - 132/33/13.2 kV existente por una nueva máquina de 30/20/30 MVA"
"Transba";"ET S. A. de Giles";"Instalación de un segundo transformador de potencia de 30/20/30 MVA -132/33/13.2 kV"
"Transba";"ET Ramallo Industrial";"Reemplazo del transformador T1RN de 30/30/20 MVA - 132/33/13.2 kV existente por una nueva máquina de 45/45/45 MVA"
"Transba";"ET Laprida";"Reemplazo del actual trafo de 132/13.2 kV 10 MVA y el de 33/13.2 kV 5 MVA por uno de 15/10/15 MVA"
"Transba";"ET Chañares";"Reemplazo de las dos máquinas de 30/20/30 MVA por otras dos de 45/30/45 MVA"
"Transba";"ET Pigüe";"Reemplazo de las dos máquinas de 15/10/15 MVA por otras dos de 30/30/20 MVA"
"Transba";"ET Monte Hermoso";"Instalación de un 2° transformador 132/33/13,2 kV - 15/10/15 MVA"
"Transba";"ET 25 de Mayo Dos";"Instalación de un segundo transformador de potencia de 30/30/20 MVA -132/33/13.2 kV"
"Transba";"ET Roque Pérez";"Instalación de un segundo transformador de potencia de 30/20/30 MVA"
"Transba";"EETT Campana -Corcemar - Campana - Corcemar (1CACO1)";"Conductores (535 A)"
"Transba";"EETT Corcemar - Toyota - Corcemar - Toyota (1CO-TOY1)";"Conductores (535 A)"
"Transba";"EETT Toyota - Zárate - Toyota - Zárate (1TOY-ZA1)";"Conductores (535 A)"
"Transba";"EETT Campana -Praxair - Campana - Praxair (1CAPX1)";"Conductores (535 A)"
"Transba";"ET Arrecifes - Arrecifes - C. Sarmiento (6CTAS1)";"TI (150 A)"
"Transba";"ET Rojas - Pergamino - Rojas (1PORF1)";"TI (300 A)"
"Transba";"ET Rojas - Junín - Rojas (1JURF1)";"TI (300 A)"
"Transba";"EETT Luján - Morón 2 - Luján - Morón 2 (1LJMB2)";"Conductores (475 A)"
"Transba";"EETT Luján Dos -Morón 1 - Luján Dos - Morón 1 (1LDMB1)";"Conductores (475 A)"
"Transba";"ET Mercedes - Luján - Mercedes (1LJMD1)";"TI (300 A)"
"Transba";"ET Azul - Azul - Cacharí (1AZCC1)";"TI (300 A)"
"Transba";"ET Las Flores - Cachacrí - Las Flores (1CCLF1)";"TI (300 A)"
"Transba";"EETT Chascomús y Verónica - Chascomús - Verónica (1CUVR1)";"TI en ambos extremos (300 A)"
"Transba";"JUNÍN - EMP DIST ENERG NORTE";"T1JU 132/34.5/13.8 kV 30/20/30 MVA T2JU 132/34.5/13.8 kV 30/20/30 MVA"
"Transba";"BRAGADO - COOP. MNO. MORENO BS. AS./ EMP DIST ENERG NORTE";"T3BG 132/66/13.2 kV 20/20/10 MVA T4BG 132/69/13.8 kV 20/20/10 MVA"
"Transba";"LAS TONINAS - EMP DIST ENERG ATLANTICA";"T1LO 132/34.5/13.8 kV 30/30/20 MVA"
"Transba";"C. SARMIENTO - EMP DIST ENERG NORTE";"T1CT 66/34.5/13.8 kV 10/5/10 MVA T2CT 66/34.5/13.8 kV 10/5/10 MVA"
"Transba";"QUEQUÉN - COOPERATIVA DE NECOCHEA/ EMP DIST ENERG ATLANTICA";"T1QU 132/34.5/13.8 kV 15/10/15 MVA"
"Transba";"HENDERSON - EMP DIST ENERG NORTE";"T5HE 132/34.5/13.8 kV 15/10/15 MVA T6HE 132/34.5/13.8 kV 20/20/6.6 MVA"
"Transba";"TANDIL - EMP DIST ENERG ATLANTICA/ USINA POPULAR DE TANDIL-DISTR";"T1TD 132/34.5/13.8 kV 30/20/30 MVA T2TD 132/34.5/13.8 kV 30/20/30 MVA T3TD 132/34.5/13.8 kV 30/20/30 MVA"
"Transba";"MAR DE AJÓ - CESOP LTDA SAN BERNARDO/ EMP DIST ENERG ATLANTICA";"T1MJ 132/34,5/13,8 kV 30/10/30 MVA T2MJ 132/34,5/13,8 kV 15/10/15 MVA"
"Transba";"LINCOLN - EMP DIST ENERG NORTE";"T1LI 132/34.5/13.8 kV 15/10/15 MVA T2LI 132/34.5/13.8 kV 15/10/15 MVA"
"Transba";"9 DE JULIO - COOP. DE M. MORENO B.A.";"T1NJ 66/13.8 kV 10/10 MVA T2NJ 66/13.8 kV 10/10 MVA"
"Transba";"P. PRENSA - COOP. DE SAN PEDRO";"T1PS 132/34.5/13.8 kV 15/15/5 MVA"
"Transba";"SAN PEDRO - EMP DIST ENERG NORTE / COOP. DE SAN PEDRO";"T1SH 132/34.5/13.8 kV 15/10/15 MVA T2SH 132/34.5/13.8 kV 15/15/10 MVA"
"Transba";"V. GESELL - EMP DIST ENERG ATLANTICA / COOP. V. GESELL";"T1VG 132/34.5/13.8 kV 30/20/30 MVA T2VG 132/34.5/13.8 kV 15/10/15 MVA"
"Transpa";"ET Santa Cruz Norte y C. Rivadavia.";"Alternativa 1 – doble terna 132kV ZN-KM9"
"Transpa";"ET Santa Cruz Norte y C. Rivadavia.";"Alternativa 2 – Obra Comodoro Rivadavia 500kV"
"Transpa";"ET Puerto Madryn ";"Reemplazo del Autotransformador 01 de 60MVA del Campo 01-330kV por un Transformador de 120MVA marca Toshiba para ingreso de los primeros 70MW del PEM I de Genneia y Acceso del Transformador Faraday de 120MVA sobre un nuevo Campo 10-330kV por FOTAE."
"Transpa";" Zona Norte de Chubut (Anillo Norte en 132kV primer etapa).";"Construcción de la nueva ET PS (Pto. Madryn Sur), la cual se vincularía seccionando la actual línea de 132kV Loma Blanca – Pto. Madryn. Construcción de doble terna 132kV desde el seccionamiento en “T” hasta nueva ET PS, un Campo para la conexión de un Transformador de 132/33/13,2kV de 30MVA, y Campos de línea correspondientes para la doble terna."
"Transpa";" Zona Norte de Chubut (Anillo Norte en 132kV segunda etapa).";"Construcción de una Línea de 132kV desde la ET Loma Blanca hasta la ET Rawson."
"Transpa";"ET Pto Madryn Sur";"ET Pto Madryn Sur (PS) alimentada directamente
desde la red de 132kV"
"Transpa";"Nueva ET 132kV en Trelew";"Transformador de 30/30/20MVA 132/33/13,2kV"
"Transpa";"C.R. ET B° San Martín, Ampliación Capacidad de Transformación";"Instalación de un nuevo transformador N°4 30MVA
132/34,5/13,2kV en reemplazo del de 15MVA."
"Transpa";"Ampliaciones NEA y NOA";"
"Transpa";"Ubicación";"Equipos involucrados"
"Transpa";"ET Monte Quemado 500 kV";"Compensación serie del 70% en las salidas de línea de 500 kV hacia ET Cobos y hacia ET Chaco."
"Transpa";"EETT Recreo y La Rioja Sur 500 kV";"LAT Recreo - La Rioja Sur 500 kV: Reemplazo de la actual compensación (150 MVAr en LA y 85 MVAr en RE) por un único reactor de 80 MVAr (aislado de tierra) en el extremo de La Rioja Sur."
"Transpa";"Ampliaciones Corredor Comahue-Cuyo";"
"Transpa";"Ubicación";"Equipos involucrados"
"Transpa";"EETT Rio Diamante, Chihuido y Chocón Oeste";"Compensación serie del 35% en ET Río Diamante, en salida de línea a Agua del Cajón (línea existente) ^. Nueva CH Chihuido en 500 kV y LAT 500 kV Chihuido - Chocón Oeste de 160 km de longitud. Línea 500 kV Chihuido-Río Diamante de 450 km, con compensación serie en ET Río Diamante."
